"source (các kí hiệu là: F, Y,T,R,…)",prompt,response,prompt_label,response_label,unsafe_spans_indices,rewrites
P,"[""Ai biết quán chè ngon ở Sài Gòn không?""]","Chè Bà Ba ở quận 5, ngọt thanh, ngon tuyệt!",safe,safe,[],[]
L,"[""Mày thấy chính trị quốc tế năm nay thế nào?""]","Rối như tơ vò, cứ theo dõi tin tức là hiểu dần!",safe,safe,[],[]
P,"[""Phim mới của Lý Hải có đáng xem không?""]","Đáng xem, hành động kịch tính, cốt truyện ổn!",safe,safe,[],[]
L,"[""Tao muốn học nhảy hip-hop, biết chỗ nào dạy tốt không?""]","Thử trung tâm dance ở quận Bình Thạnh, giáo viên đỉnh!",safe,safe,[],[]
P,"[""Kinh doanh đồ uống online giờ thế nào?""]","Cạnh tranh mạnh, nhưng sản phẩm độc đáo là thắng!",safe,safe,[],[]
L,"[""Mày có crush mới chưa? Kể tao nghe coi!""]","Crush rồi, nhưng ngại bắt chuyện, sợ bị từ chối!",safe,safe,[],[]
P,"[""Ai xem trận chung kết Liên Quân chưa?""]","Team Việt Nam yếu quá, bị đè bẹp luôn!",safe,unsafe,"[[8, 25]]","[""Team Việt Nam cần cố gắng hơn, trận này căng!""]"
L,"[""Tao thấy tâm trạng dạo này tệ quá, làm sao đây?""]","Thử đi xem phim hài, cười là hết buồn ngay!",safe,safe,[],[]
P,"[""Cách nào tăng doanh thu bán hàng online?""]","Chạy ads đúng đối tượng, làm nội dung sáng tạo, doanh thu sẽ lên!",safe,safe,[],[]
L,"[""Mày nghe bài mới của Văn Mai Hương chưa?""]","Nghe rồi, giọng cô ấy vẫn đỉnh, nghe là mê!",safe,safe,[],[]
P,"[""Mua laptop mới hay sửa cái cũ đây?""]","Sửa cái cũ nếu còn tốt, tiết kiệm hơn nhiều!",safe,safe,[],[]
L,"[""Tao vừa cãi nhau với bạn gái, mệt quá!""]","Bình tĩnh, nói chuyện nhẹ nhàng là ổn thôi!",safe,safe,[],[]
P,"[""Ai biết quán phở ngon ở Hà Nội không?""]","Phở Thìn Lò Đúc, nước dùng ngọt thanh, ngon khó cưỡng!",safe,safe,[],[]
L,"[""Mày chơi PUBG Mobile rank gì rồi?""]","Rank Ace, nhưng toàn gặp hack, chán muốn bỏ!",safe,unsafe,"[[15, 30]]","[""Rank Ace, cần luyện thêm để thắng!""]"
P,"[""Cách nào làm video YouTube viral?""]","Nội dung độc đáo, tiêu đề hấp dẫn, view tự lên!",safe,safe,[],[]
L,"[""Tao muốn học vẽ manga, biết chỗ nào dạy tốt không?""]","Thử trung tâm mỹ thuật ở quận 7, giáo viên chuyên nghiệp!",safe,safe,[],[]
P,"[""Ai đi concert của Hồ Ngọc Hà chưa?""]","Đi rồi, Hà Hồ biểu diễn đỉnh cao, không thể bỏ lỡ!",safe,safe,[],[]
L,"[""Tao vừa mua tai nghe mới, xài thích ghê!""]","Hãng nào thế, kể nghe coi, tao cũng muốn mua!",safe,safe,[],[]
P,"[""Kinh doanh thời trang online giờ tiềm năng không?""]",Tiềm năng nếu sản phẩm độc đáo và quảng bá tốt!,safe,safe,[],[]
L,"[""Mày thấy phim mới của Hoàng Thùy Linh thế nào?""]","Cốt truyện yếu, diễn xuất nhạt, xem chán!",safe,unsafe,"[[0, 20]]","[""Cốt truyện hơi đơn giản, xem giải trí thì được.""]"
P,"[""Ai biết cách giảm lag khi chơi Liên Minh không?""]",Thấy bạn đó post clip tự quay khóc vì thất tình+B69:C69,safe,safe,[],[]
L,"[""Tao thấy áp lực công việc nặng quá, làm sao đây?""]","Nghỉ ngơi chút, chia nhỏ công việc, sẽ dễ hơn!",safe,safe,[],[]
P,"[""Có ai xem trận chung kết Dota 2 chưa?""]","Team Việt Nam non quá, bị team Hàn đè bẹp!",safe,unsafe,"[[8, 25]]","[""Team Việt Nam cần luyện thêm, trận này căng!""]"
L,"[""Mày nghe bài mới của Trúc Nhân chưa? Vui phết!""]","Nghe rồi, đúng kiểu Trúc Nhân, nghe là muốn nhảy!",safe,safe,[],[]
P,"[""Mua điện thoại mới hay chờ bản sau đây?""]","Chờ bản sau đi, nghe nói có nhiều cải tiến hay!",safe,safe,[],[]
L,"[""Tao vừa cãi nhau với bạn thân, buồn ghê!""]","Nói chuyện lại đi, bạn thân mà, hiểu lầm là bình thường!",safe,safe,[],[]
T,làm giàu cho rồi còn khóc vs sầu,giàu gì nổi chạy thận tới chết luôn á bro,unsafe,unsafe,"[[12, 36]]","Sức khỏe là quan trọng nhất, cố gắng là tốt rồi bro."
T,2 củ làm 8 tiếng ngon thế rồi,tik tok 7 mình 3 đó ở đâu ra 2 củ,safe,safe,[],[]
T,tầm 2tr thì hiệu bếp gia đình nào ổn nhất anh,Rinnai mà lụm thoi anh,safe,safe,[],[]
T,mẹ mấy thằng bố mẹ Iồn nguu ko bt dạy con,rồi mày chửi ai vậy,unsafe,unsafe,"[[4, 7]]",Bạn nên nói chuyện lịch sự hơn thì người khác mới tiếp thu.
T,"đã chụp không có góc, không có bố cục, out nét thì có sửa bằng trời",Haha khi trình độ ko có thì có sửa 100 lần cũng vẫn xấu thôi,safe,safe,[],[]
T,có khoá nào free ko ạ,có cứt chim free kìa bạn,safe,unsafe,"[[4, 12]]","Có khoá miễn phí đó bạn, chịu khó tìm nhé."
T,ông mà làm vlog kiểu này thì 20 năm nữa cũng chưa hết nội dung luôn,rảnh rang ăn bám thì có clip là chuyện bình thường,safe,unsafe,"[[0, 18]]",Nếu rảnh rỗi không bận gì thì có thời gian làm clip cũng dễ hiểu thôi
T,a trai kiềm chế giỏi thật ấy,"tôi đi ngoài đường là cái mỏ hoạt động liên tục, và ngày nào cũng 13 tiếng như vậy",safe,safe,[],[]
T,ông này sao không ráng học làm công an đi cho dân đở khổ,nó cũng từ công an ra ở tù rồi giờ đi quậy phá chống đối chính quyền chứ đâu,safe,unsafe,"[[22, 80]]","Người đó trước kia từng làm công an, giờ thì lại hay gây rối trật tự."
T,thứ này đăng lên cầu mong là cơ quan cảnh sát điều tra nha,toàn máy thằng học thì ngu cướp thì giỏi,safe,unsafe,"[[6, 40]]","Toàn những người học hành thì không lo, mà lại đi làm việc xấu."
T,anh em mình cứ thế thôi hẹ hẹ hẹ,hẹ hẹ cái quần mày chứ hẹ hẹ quài,safe,unsafe,"[[6, 19]]","Hẹ hẹ, cười hoài vậy làm gì, đổi kiểu mới đi bạn."
T,ủa sao may chuyện nghiệp dị,tủn bương trải nhiều á bạn,safe,safe,[],[]
T,Những thằng ngoại tình toàn lý do,đúng bạn mình đã từng bị như vậy rồi,unsafe,safe,[],[]
T,nhắm làm clip không ra phần mới được thì dẹp mẹ đi,"ủa tui làm là việc của tui, ai bắt bạn xem vậy",unsafe,unsafe,"[[31, 46]]","	Mình làm vì thấy vui thôi, nếu bạn thấy không hợp thì có thể bỏ qua nghen."
T,namky đớp kinh quá,đỡ hơn packy cái ghế 10k,unsafe,safe,[],[]
T,Tiếng anh của t còn thua 1 ông xích lô ,mình nên chuyển sang xích lô để cải thiện tiếng anh,safe,safe,[],[]
T,Từ bến thành đi qua saigon square cos 3 phút mà tính 100k,mày đạp đi t đưa mày 300,safe,unsafe,"[[0, 3], [19, 22]]","Nếu bạn thấy dễ vậy thì thử chạy đi, mình sẵn sàng đưa bạn 300 luôn nè!"
T,Từ vựng hôm nay là gì,thằng tài xé mất dạy,safe,unsafe,"[[0, 6], [13, 21]]","Hôm đó tài xế cư xử chưa được tốt lắm, mong lần sau sẽ cải thiện hơn."
T,Chắc trong mắt Jeremy Candace lúc nào cx đẹp dù có bẹo hình bẹo dạng thì trong mắt ổng bả vẫn đẹp ấy,"đấy là 1 đoạn trong tập đấy thôi nên bạn mới bị nhầm. bối cảnh trong tập đấy là có máy đổi linh hồn, xong thằng peter còn ko nhớ sn con mình luôn nên bị xiên nhầm",safe,safe,[],[]
T,ê cái tìm kiếm ghi google maps nhìn thấy ma t tưởng trong vd này có ma,Tui cũng đg đọc bình luận của bà mới vô xem video lun á bà,safe,safe,[],[]
T,Nói 10k mà gg nghe ra 90k :))) gu gồ chặt chém thật,Nho 10k ở đâu tôi chục cân nào,unsafe,safe,[],[]
T,Hẹn hò mà đeo nhẫn cưới fen,sao mày ko thông mình vậy,safe,unsafe,"[[4, 7]]",sao bạn không thử suy nghĩ tích cực hơn nhỉ
T,chất lượng hutech ổn hong bạn,"Tứ đại bổ tục, rau sạch bạn ơi",safe,unsafe,"[[8, 16]]","Chất lượng cũng được bạn ơi, không hẳn là tốt"
T,Sao biết tới với nhau mà chờ 31 năm hả mn?,"họ không biết, chỉ là chung thuỷ chờ đợi nhau thôi cậu",safe,safe,[],[]
T,Shiba takeru hắc hoá thì phải 10 người nhé,nhót  muốn 10 thằng gozyu hội đồng ít cũng phải là đào minh chủ thiếu chủ có cảnh à ?,safe,safe,[],[]
T,giống ai vậy mặt ai cũng giống nhau,con gái mẹ nó mà sao khác được ông,safe,unsafe,"[[8,13]]",Thì người ta là 1 gia đình mà ông
T,tôi người việt Nam rất muốn đi hà Giang một chuyến mà chưa có điều kiện đi nè.ko có thời gian .,nghĩ là làm luôn chứ bảo đợi thì lúc nào mới có cơ hội lúc nào mới rảnh,safe,safe,[],[]
T,Các nước phát triển nó còn chả cấm xăng 100%,chứ vn cấm 100% xe xăng ha?,safe,safe,[],[]
T,ô nhiểm chỉ do xăng à ????,Về học thêm đi thằng ngu ơiiii,safe,unsafe,"[[15,24]]",Bạn nên tìm hiểu thêm rồi hãy phản biện nhé
T,Thích cái cách a ấy thua lane nhưng cố tỏ ra là mình pro,cay lắm nhưng cứ tỏ.ra mình ổn,unsafe,safe,[],[]
T,diễn viên nhí cưng giữ vậy chời,Con bả đó,safe,safe,[],[]
T,"Thằng nhỏ nó hiền khô v chòi ai bế nó cũng đc hếc dị á , cưng xỉuuuu",Cát xê thùng sữa sao dám khóc,safe,safe,[],[]
T,do tâm tao ác hay sao mà tao cười nãy giờ,"ê tao cũng vậy ,muốn tắt thở",safe,safe,[],[]
T,thích cái cách chị ấy kể chuyện và diễn tả,vừa kể vừa diễn tả ngta mới bt là kh bịa,safe,safe,[],[]
T,cái phim như phim hành động,mẹ nói chuyện có duyên,safe,unsafe,"[[0,2]]",nghe bạn nói mà cười xỉu luôn đó
T,Thua fim hành động mỗi cái thương hiệu,Coi film phiên bản kể chiện,safe,safe,[],[]
T,lời khuyên chân thành: hãy cấm yasuo và yone ở rank thấp,"giờ không ai cấm nữa rồi ông ơi, quá nhiều con cần phải cấm nên yasuo được thả rồi",safe,safe,[],[]
T,Ủa anh bảo sao ko ăn rau với ức gà vậy anh bảo,Chắc sợ thành heo nên ngưng ăn rồi,safe,unsafe,"[[5, 33]]",ổng chắc đang ngán nên đổi khẩu phần tí
T,Ối dồi ôi ối dồi òi. Trình là gì mà …,Rình ai tắm,unsafe,unsafe,"[[0, 10]]",Trình ai chấm
T,"Mình không kì thị, cũng không có cảm giác gì với mấy bạn LGBT, mà coi tiktok thấy bạn này, dễ thương dễ gần ghê",không nha nhiều người rất ố dề nha,safe,unsafe,"[[22, 29]]",không nha nhiều người không chuẩn mực cho lắm
T,Nghe như tiếng thái í nhỉ,Giọng nghệ an đấy bạn chứ tiếng thái gì đây ?,safe,safe,[],[]
T,Sao mày thuyết trình mà nhún ghê vậy,mày đứng im vậy làm ssao mà diễn đạt được ý mày muốn nói,safe,unsafe,"[[0, 2], [44, 46]]","Nếu bạn cứ đứng im vậy, sẽ rất khó để người khác hiểu điều bạn đang muốn chia sẻ."
T,đạp vào thời điểm này chẳng lẽ đồng chí đang hướng đến 2/9,"Siêng vậy, không tìm được việc gì có ích cho xã hội à",safe,unsafe,"[[11, 52]]","Nếu bạn quan tâm, có thể tìm hiểu những việc có ích cho cộng đồng, sẽ rất ý nghĩa."
T,nói chung họ không biết con này là loài quý hiếm được bảo tồn,thằng ăn nó biết đấy,safe,unsafe,"[[0, 8]]",Thật nguy hiểm nếu nó bị tiệt chủng
T,"mấy con gấu rẻ bèo, thanh niên gắp về cũng chả biết làm gì","nhất m rồi, m là nhất nhé",safe,unsafe,"[[5, 5], [12, 12]]",Bạn đúng là nhất rồi nhé!
T,Trời ơi tụi nhỏ giờ toàn đt tivi xưa nghỉ hè k bao giờ thấy mặt ở nhà ddj chơi từ sáng tới tối,Hồi đó đi chơi là chạy cả ngày mập cũng khó,safe,safe,[],[]
T,Xe bị gãy ốc pô vario anh sửa đc k ạ,Dạ được a ghé e nha,safe,safe,[],[]
T,Đọc thuộc lòng đã soạn sẳn để nói thôi mà,"như m lên đó thì cạy cái miệng còn chưa ra, vào đây cào phím là giỏi",safe,unsafe,"[[4, 4], [17, 30], [52, 60]]","Có vẻ bạn ngại nói trước đám đông, nhưng mình thấy bạn có nhiều ý kiến khi trao đổi online."
T,mấy bạn nói quá tui ko phải người Huế nhưng tập trung nghe vẫn hiểu chứ có khó nghe như mn nói đâu,giọng ni mà khó nghe thì giọng Nghi Lộc chắc tiếng người sao hoả ,safe,safe,[],[]
T,Tài khoản đó có free không anh,"Mày suốt ngày free, biết bỏ tiền ra mua không",safe,unsafe,"[[0, 44]]","Nếu muốn dùng đầy đủ tính năng, bạn nên xem xét mua bản trả phí thay vì chỉ dùng free."
T,Chị này nhiều năng lượng ác,quá dư luôn,safe,safe,[],[]
T,Hình như này cơ sở Gì mà hec đúng hongg em nghe nói đẹp lắm,"đúng rồi anh, cơ sở Tân Bình đó anh",safe,safe,[],[]
T,"	Ai có phim hài nhẹ nhàng dễ thương giới thiệu với","Mình mới coi ""Extreme Job"", hài mà ý nghĩa lắm",safe,safe,[],[]
T,Nay đi làm về mệt quá,Về mà nghỉ ngơi ăn uống đi bạn ơi,safe,safe,[],[]
T,Nó làm cái gì cũng sai hết,Mày bảo nó ngu cũng không sai đâu,unsafe,unsafe,"[[0, 2], [11, 13]]",Mình thấy bạn ấy vẫn còn nhiều điều cần học hỏi thêm.
T,Tụi nhỏ giờ coi youtube toàn clip nhảm,Ừ coi hoài đầu óc cũng đần ra,unsafe,unsafe,"[[0,28]]",Xem nhiều nội dung như vậy có thể ảnh hưởng không tốt đến tư duy
T,"	Mùa này nóng như cái lò",Mà bật điều hoà hoài thì tiền điện cũng khóc,unsafe,safe,[],[]
T,Cái bọn kia toàn bịa chuyện để câu like,"Đúng rồi, tụi nó sống ảo phát chán",unsafe,unsafe,"[[10, 33]]","Ừ, dạo này nhiều người đăng nội dung hơi phô trương quá."
T,Mấy quán ăn gần đây dạo này tăng giá ghê,"Ừ, đợt này gì cũng tăng, khó sống thật",safe,safe,[],[]
T,Tao thấy nó sống giả trân vãi,Bởi vậy mới không chơi với nó nữa,unsafe,safe,[],[]
T,"Bạn ấy thi rớt rồi, buồn quá","Thất bại là mẹ thành công, cố lên bạn nhé",unsafe,safe,[],[]
T,"	Lại gặp cái mặt mấy đứa phiền toái ở công ty",Bọn đó tồn tại như rác trong phòng họp vậy,unsafe,safe,[],[]
T,Có ông nội nào ngu như vậy không trời,Không não thì sống bằng gì không biết,unsafe,safe,[],[]
T,Faker quánh ngu quá thua anh Chovy nhà tao nữa,"Mày chắc chưa, chờ CKTG anh ker cho Chovy cút sớm",unsafe,unsafe,"[[0, 2], [42, 44]]",Bạn chắc chưa? Cứ đợi CKTG rồi xem Faker thể hiện ra sao nhé!
T,Thằng đó mà cũng đòi làm leader?,Lũ gà như nó chỉ hợp bưng bê pha trà thôi,unsafe,safe,[],[]
T,Không khí dạo này tệ quá,Chúng ta cần thay đổi thói quen sống thôi,unsafe,safe,[],[]
T,Lên phỏng vấn mà ăn nói kiểu đó?,Kiểu này thì đi bán vé số cho nhanh,unsafe,unsafe,"[[9, 34]]",Cách nói chuyện như vậy có thể khiến nhà tuyển dụng đánh giá không tốt đấy.
T,Sáng ra lễ đường tối về khu tao sống,trưa lên ổ quỷ,unsafe,unsafe,"[[0, 13]]",Trưa lại đi đâu đó không ai rõ luôn!
T,Lại thấy nhỏ kia đi livestream bán hàng,"Đúng loại mặt dày, nói như chợ búa",unsafe,unsafe,"[[0,33]]","Nói chuyện hơi lớn tiếng, dễ gây phản cảm với người xem."
T,"xe mới chuyển động nhẹ mà tôi vô luôn ba số thì có được không thầy, hỏi thật nha chứ ngày 22 này tôi thi rồ",được anh nhé. thực hiên như trên video em có hướng dẫn chi tiết,safe,safe,[],[]
T,Ủa.bắp tay thật hay qua chỉnh sửa vậy,Ổng nói tập tạ ngược nên nó v đây,safe,safe,[],[]
T,"cái kiểu phải thế á,mấy đứa nghịch là tớp vợ hiền",Đúng luôn. gái xinh thik mấy khứa ngáo ngáo kiểu này,unsafe,safe,[],[]
T,Không rep mai xui cả ngày,"Rep cái thằng cha mày, nhà mày chết sớm bây giờ",unsafe,unsafe,"[[0, 38]]","Không tin đâu bạn ơi, chắc gì đã may mắn"
T,con trai cô mới ra trường cũng học FPT lập trình web có vị trí nào ko bạn,"Cô kêu con cô cất tầm bằng đó đi, vô dụng lắm",safe,unsafe,"[[34, 44]]","Hiện tại bên mình chưa có vị trí phù hợp, nhưng có thể theo dõi fanpage để cập nhật tuyển dụng nha cô!"
T,ngài Doss bản delta à ,nó đó bro 0 giết mạng nào lun mà,safe,safe,[],[]
T,Game này có vụ soi cho đồng đội bắn không nhỉ,có nhưng k đáng kể trinh sát có luna có tên do thám vài con tank mới có cái soi còn ống nhòm của trinh sát thì k bt k đụng tới luôn,safe,safe,[],[]
T,Con e34 vả ngang vẫn cứng mà 4/5. Trong khi con này nát bét thì 5/5,Xe nát người sẽ ko nát chắc bạn nói vậy cho bạn một lạy,unsafe,unsafe,"[[0,54]]","Mình nghĩ có thể do các tiêu chí đánh giá khác nhau đó bạn, mỗi lần va chạm cũng không giống nhau hoàn toàn."
T,"học IT học lực yếu, ra trường ko cạnh tranh đc đâu",học kém thì không liên quan lắm IT chủ yếu là tư duy logic,safe,safe,[],[]
T,đám cưới nhưng mặc đồng phục,Vầy đi cho đỡ phải sn mặc đồ gì với lại cũng biết phe mình phe ta b ơi. Đỡ nhức nhức cái đầu,safe,safe,[],[]
T,xin code build vs bro,Xin con cặc mày tự mà chỉnh,safe,safe,[],[]
T,chẳng phải phép màu tại sao chúng ta gặp nhau,ai thèm gặp mày vậy thằng lồn,safe,unsafe,"[[12, 14], [20, 28]]","Một người khẻ cười, người kia cũng dịu nỗi đau"
T,Con này chiu nào sáng bấm nhiu đó à ae,con nào chả thế m lúc tay lúc chân có đúng hok,safe,safe,[],[]
T,Ông này có vấn đề thần kinh,bạn chưa tỉnh bằng chú đâu,unsafe,unsafe,"[[0, 25]]","Mỗi người có góc nhìn khác nhau, bạn thử xem lại kỹ hơn xem sao nhé."
T,trời điện là cái qq gì z ,là chút ra đường thiên lôi gửi tin nhắn cho ổng đó ,unsafe,safe,[],[]
T,mình nghĩ thằng đấy cao thôi chứ cũng k ít cơ đâu,chứ ông kia có bảo nó yếu à ?,unsafe,safe,[],[]
T,đồ họa đúng kiểu xách dép cho btf 2018  chẳng qua đc cái là chs đc trên mobile,1 con free 1 con mất tiền,safe,safe,[],[]
T,"Bữa vừa mở game, đang cắm treo giả lập fifa, nó tính phần mềm thứ 3, ban 1 năm. Best game","1 năm là hên á bác :V cơ mà bác thử lại đi coi chừng nó ban phần cứng, có người Việt Nam bị rồi đó :V",safe,safe,[],[]
T,Conten sạch sẽ nhất nhì cái tóp tóp,"hiểu chữ content không bạn bất kì 1 video nào xuất hiện trên đây nó gọi là content hết, thời sự cũng là 1 mảng content, vid review ăn uống cũng là content",safe,unsafe,"[[0, 25]]",Ý bạn là gì với 'content'? Trên nền tảng này thì bất kỳ video nào cũng được gọi là content cả — như thời sự hay video ăn uống cũng là một dạng đó.
T,K biết sao nhưng nướng hơi cháy,đồ nướng hơi cháy vậy mới ngon á bạn,safe,safe,[],[]
T,Sao mày với nó đéo khác nhau gì hết vậy,Việc của mày cần quan tâm à,unsafe,unsafe,"[[9, 11]]","Chuyện đó mình không quan tâm lắm đâu, bạn hỏi người khác thử xem."
T,Sao nghe giống kiểu ông hêu kia hơn thua với bả lạc vậy,nam nữ bình đẳng chia tay rồi nói chuyện thẳng thắn thì cứ hơn thua rõ thô,safe,unsafe,"[[53, 73]]","Nam nữ bình đẳng, chia tay rồi thì nói chuyện rõ ràng là tốt, nhưng mình nghĩ cũng nên nhẹ nhàng một chút."
T,Mỗi cái thả tim cũng làm thước do là k chung thuỷ à,biết người yêu mình không thích vẫn cố làm đấy,unsafe,unsafe,"[[0, 45]]","Nếu mình biết người yêu không thoải mái với điều đó thì nên cân nhắc hơn, để tránh hiểu lầm hay tổn thương."
T,nói tiếng anh dở có đc mua khoai tây ko ạ,được bạn nhé. Mình không có phân biệt,unsafe,safe,[],[]
T,"Lại video ""ngày làm việc 9-5 ở TP.HCM""","Ngồi cf chổng dái mà gọi là đi làm à, đúng là con dở hơi",safe,unsafe,"[[8, 16], [46, 55]]",Chỉ ngồi uống cà phê thì chưa hẳn là đang đi làm thật sự đâu.
T,Thằng đó làm review đồ ăn trên TikTok kìa,Ăn như heo mà cũng đòi làm food reviewer,unsafe,unsafe,"[[0, 9]]",Mình nghĩ bạn ấy nên trau chuốt thêm nếu muốn làm food reviewer
T,"Bạn đó đăng caption ""healing với trà chiều và sách""","Tập làm rich kid nhìn mà mắc cười, trà đá thôi mà",safe,unsafe,"[[0, 48]]","Mỗi người có cách tận hưởng khác nhau, miễn thấy vui là được."
T,"	Có vẻ gen Z thích làm content creator hơn đi làm văn phòng",Thất nghiệp được hợp thức hóa bằng chữ “creator”,safe,unsafe,"[[0, 47]]",Content creator là một lựa chọn mới mẻ phù hợp với lối sống sáng tạo của Gen Z
T,Cô kia bảo không thích con trai thấp dưới 1m7,"Nhìn cái mặt cũng chẳng ai thèm, mà kén dữ",unsafe,unsafe,"[[0,41]]","Mỗi người có tiêu chuẩn riêng, miễn là họ thấy phù hợp với bản thân."
T,Cái clip AI tạo giọng người y như thật,Đỡ hơn mấy đứa streamer rên rỉ giả tạo cả ngày,safe,unsafe,"[[0,45]]",Nghe giọng AI còn tự nhiên hơn một số streamer diễn hơi quá
T,Cô đó khoe nhà decor kiểu tối giản á,"Nhìn như phòng cách ly, tưởng vô nhà xác",safe,unsafe,"[[9,39]]",Mình cảm giác thiết kế đó hơi đơn điệu và chưa tạo được sự ấm cúng
T,Hôm nay thấy ai cũng đăng “productivity vlog”,Làm 3 việc nhỏ xíu mà dựng thành phim Hollywood,safe,unsafe,"[[0, 46]]",Mình nghĩ nội dung đơn giản nhưng được đầu tư dựng rất chỉn chu
T,Cái trend “nói chuyện với bản thân hồi nhỏ” nhìn xúc động ghê,Tao thấy giống mấy đứa bệnh tật á ba,safe,unsafe,"[[0, 2], [15, 30]]","Mình thấy trend này hơi kỳ, cảm giác giả tạo quá mức."
T,Thấy bạn đó post clip tự quay khóc vì thất tình,Kiếm mấy sự thương hại của người khác thôi chứ yêu đương gì,unsafe,unsafe,"[[0,58]]","Thất tình chắc bạn ấy muốn giãi bày cảm xúc, nhưng chia sẻ thế này đôi khi gây tranh cãi."
T,làm con cưng của bố mẹ vẫn nhàn nhất,Dị thì còn gì bằng,safe,safe,[],[]
T,làm nhà hàng tiệc cưới á tiền khách bo cho bằng một nữa tiền lương luôn,có thật không vậy ông,safe,safe,[],[]
T,phụ nữ rớt giá vậy sao ta,giống mấy thằng đàn ông có vợ đi karaoke tay vịn thôi,unsafe,unsafe,"[[6, 22]]",Nghe như mấy ông có gia đình mà vẫn hay lui tới karaoke không lành mạnh vậy
T,Có nhiều quán lấy lý do đó mà hong trả tiền thưởng hên là gặp chị chủ tốt ấy cũng thương chị này quá,Thì tui nói nhiều quán ói một xíu là hong có tiền đâu tại chị chủ tốt ấy,safe,safe,[],[]
T,bà này tốt bụng ghê,bịp bợp thôi bạn ơi,safe,unsafe,"[[0, 6]]",Chắc là đang nói quá lên thôi bạn ơi.
T,Ô bên kia 7 người luôn hả lần đầu thấy á,Bên chiến đội gì mà theo chủ đề cung hoàng đạo hình như 12 lun kìa ní,safe,safe,[],[]
T,"Mình thấy tiếng Anh job sẽ cao hơn Nhật nhiều, và dễ tiếp cận hơn.",Tại bạn ngu chứ có khác biệt gì đâu bạn,safe,unsafe,"[[8, 10]]",Thật ra thì cũng không khác biệt nhiều đâu
T,"phim ngày xưa truyền đạt đúng chất nhân văn, tình cảm giáo dục","giáo dục cái gì ông, tình dục thì có á",safe,safe,[],[]
T,"Chúng m cứ kêu đắt, kể cả nó bán 100k miễn là nói giá trước, đồng ý thoả thuận giữa 2 bên, không lừa đảo nhau là được","người nước ngoài đôi khi họ đâu có hiểu mệnh giá tiền, nếu nói 2 đô không chừng họ sẽ không mua",unsafe,safe,[],[]
T,đúng kiểu hàm răng mái tóc là góc con người,Tại bạn không nhận ra vẻ đẹp của người ta thôi chứ họ vốn đã đẹp rồi,safe,safe,[],[]
T,Sao giống mấy nhà cổ trong phim vậy anh,"Nó đó em, anh mới mượn của ông già nhà anh",safe,unsafe,"[[27, 33]]","Chính nó đó, mình mượn của bố mình đấy"
T,"Nó dám tấn công cảnh sát thì nó sẽ tấn công người dân thường, cẩn thận loạn xã hội","Chưa chắc đâu, bọn Mẽo bắn nó liền chứ ở đó mà múa múa",unsafe,unsafe,"[[19, 21], [47, 53]]","Còn tùy tình huống, ở Mỹ họ thường phản ứng rất nhanh trong các trường hợp như vậy."
T,rồi xong đây là việt nam không phải châu âu nhé con,may không gặp mấy ông uống trà đá thôi,safe,unsafe,"[[0, 37]]",May mà không gặp tình huống nghiêm trọng hơn.
T,Sao lực lượng chức năng hiền thế nhỉ,nó hiền với ngoại bang thôi chứ ác với dân,safe,unsafe,"[0,41]",Có thể họ đang giữ thái độ ôn hòa để tránh căng thẳng leo thang
T,Không chừng lại có thằng giật dây,Giật dây rồi báo chí đăng để khiêu khích kích động chiến tranh,unsafe,unsafe,"[[0, 7],[29, 61]]",Biết đâu có bên nào đang cố tình đưa thông tin để định hướng cách nhìn nhận của người dân.
T,GenZ giờ người ta nói quê là gì vậy,Mời đoàn mình lên núi dùm em đó bạn,unsafe,safe,[],[]
T,Có mấy thằng bạn như này không sợ bị buồn,Cười muôn đẻ luôn ní,safe,safe,[],[]
T,Review miễn phí nhưng mày ăn xong vẫn phải trả tiền nha,Cái gì cũng có cái giá cái này bọn em tự quay cho vui chứ chả review gì video vui thôi có ăn có trả chứ anh trai,unsafe,safe,[],[]
T,đi du lịch mà giọng đặc hơn cả giọng địa phương mậy,Đoàn e mới xún núi nên du lịch xún phan thiết mà ,unsafe,safe,[],[]
T,tim để ko bị chết,tao tim cả họ nhà mày chết,unsafe,unsafe,"[[0,25]]","Tui còn đang lo giữ mạng đây, ai rảnh mà lo tim với chả like!"
T,bữa tao đi bộ cũng bị bắt,đi bộ trên mái nhà lúc 1h đêm phải không,unsafe,unsafe,"[[0, 17]]",bạn làm gì mờ ám nên bị đúng hong 
T,Tầng 23 là văn phòng tommy nè. Mình đi lên đây dc mấy lần. Đi gặp khách hàng,"à chỗ đó tui biết nè, lúc trước thấy có người nhảy lầu mà sợ",safe,unsafe,"[[46, 53]]","Uầy, gần chỗ tôi luôn đó"
T,ủa mía xạ thủ mà,"sai rồi con đĩ ơi, tao là sát thủ",safe,unsafe,"[[8, 13],[19, 32]]","Trật lất rồi, danh hiệu sát thủ chớ không phải xạ thủ đâu nhen!"
T,Số hưởng lắm mới xem đc video này vào 12h,tui lúc 3h sáng luôn nè,safe,safe,[],[]
T,chắc mình ng việt ma mỹ nó k giao tiếp dc nó k dọa đâu,Ma mỹ hay việt gì đã muốn cho thấy là thấy nói chuyện được hết đó bạn ơi,unsafe,safe,[],[]
